"Dataset","PeakNo","Wavenumber","Percent.T"
"PET1",6,696.2,85.5
"PET1",7,871.7,80
"PET1",8,1340.3,84.6
"PET1",9,846.6,87.3
"PET1",10,970.1,87.3
"PET1",11,1407.8,87.6
"PET1",12,794.6,90.5
"PET1",13,896.8,91.8
"PET1",14,1377,94
"PET1",15,3978.6,99
"PET1",16,1577.6,95.2
"PET1",17,1506.2,94.6
"PET10",1,723.2,86
"PET10",2,696.2,94.4
"PET10",3,1097.3,92
"PET10",4,1245.8,92.1
"PET10",5,1018.3,93.1
"PET10",6,1718.3,94
"PET10",7,3978.6,99.3
"PET10",8,869.8,95.1
"PET10",9,1340.3,97.1
"PET10",10,1407.8,97.5
"PET11",1,723.2,68.1
"PET11",2,1245.8,74.5
"PET11",3,1097.3,77.5
"PET11",4,1716.4,76.1
"PET11",5,696.2,87.7
"PET11",6,1018.3,83.5
"PET11",7,1168.7,89.1
"PET11",8,871.7,87
"PET11",9,968.1,89.3
"PET11",10,846.6,90.2
"PET11",11,1340.3,89
"PET11",12,788.8,91.7
"PET11",13,1405.9,92.2
"PET11",14,1463.8,93.3
"PET11",15,1373.1,93.7
"PET11",16,1504.3,93.6
"PET11",17,3978.6,99.1
"PET11",18,2958.4,95.6
"PET12",1,725.1,76.7
"PET12",2,1245.8,85.2
"PET12",3,1097.3,86.1
"PET12",4,1716.4,88.2
"PET12",5,696.2,94
"PET12",6,1018.3,89.9
"PET12",7,871.7,92.4
"PET12",8,846.6,94.5
"PET12",9,970.1,94.7
"PET12",10,3978.6,99.5
"PET12",11,1340.3,94.8
"PET12",12,1407.8,95.9
"PET12",13,1504.3,97.7
"PET13",1,1247.8,38
"PET13",2,1716.4,35.4
"PET13",3,723.2,36.8
"PET13",4,1097.3,46.4
"PET13",5,1018.3,66
"PET13",6,696.2,83.6
"PET13",7,871.7,76.1
"PET13",8,1045.3,83.1
"PET13",9,1340.3,81.6
"PET13",10,970.1,85.2
"PET13",11,1407.8,82.9
"PET13",12,846.6,85.7
"PET13",13,1172.6,85.9
"PET13",14,794.6,90.7
"PET13",15,896.8,91.9
"PET13",16,1375.1,93.4
"PET13",17,2962.2,95.8
"PET13",18,1504.3,95.1
"PET13",19,3978.6,101.7
"PET13",20,1579.5,96.8
"PET13",21,1957.5,101
"PET14",1,1247.8,37.2
"PET14",2,1716.4,34.3
"PET14",3,725.1,34
"PET14",4,1097.3,43.6
"PET14",5,1018.3,64.8
"PET14",6,871.7,75.6
"PET14",7,1340.3,80
"PET14",8,696.2,89.4
"PET14",9,1407.8,82.5
"PET14",10,848.6,84.9
"PET14",11,1047.2,86.2
"PET14",12,970.1,86.4
"PET14",13,1174.5,91.9
"PET14",14,792.6,91.6
"PET14",15,896.8,93.5
"PET14",16,1377,95.5
"PET14",17,1467.6,96.4
"PET14",18,3978.6,101.9
"PET14",19,1504.3,96.2
"PET14",20,1577.6,99.1
"PET14",21,2968,99.9
"PET14",22,1529.3,101.2
"PET14",23,2908.2,101.1
"PET15",1,1245.8,47.5
"PET15",2,725.1,42.6
"PET15",3,1718.3,51
"PET15",4,1097.3,53.1
"PET15",5,1018.3,70
"PET15",6,696.2,86.8
"PET15",7,1170.6,82.8
"PET15",8,871.7,79.3
"PET15",9,1045.3,84.5
"PET15",10,1340.3,84.1
"PET15",11,970.1,86.2
"PET15",12,848.6,86.6
"PET15",13,1407.8,85
"PET15",14,2958.4,90.9
"PET15",15,1459.9,92.3
"PET15",16,794.6,91.6
"PET15",17,1375.1,92.6
"PET15",18,896.8,92.3
"PET15",19,3978.6,99.8
"PET15",20,2871.6,95.6
"PET15",21,1504.3,95.1
"PET15",22,1577.6,96.7
"PET15",23,1957.5,99.7
"PET16",1,1247.8,33
"PET16",2,1716.4,34.7
"PET16",3,1099.3,44.2
"PET16",4,723.2,41.8
"PET16",5,1018.3,65.2
"PET16",6,871.7,72.4
"PET16",7,696.2,86.1
"PET16",8,1340.3,76.7
"PET16",9,1047.2,84.5
"PET16",10,1407.8,81.7
"PET16",11,846.6,85.4
"PET16",12,972,85.6
"PET16",13,1176.4,90.1
"PET16",14,896.8,90.9
"PET16",15,794.6,90.1
"PET16",16,1375.1,93
"PET16",17,1465.7,94.6
"PET16",18,3978.6,99.2
"PET16",19,2919.8,94.8
"PET16",20,1504.3,93.6
"PET16",21,2964.2,96.3
"PET16",22,1577.6,95.8
"PET16",23,2852.3,96.6
"PET17",1,725.1,72
"PET17",2,1245.8,78.4
"PET17",3,1097.3,78.9
"PET17",4,1718.3,83.2
"PET17",5,1018.3,84.2
"PET17",6,696.2,91.4
"PET17",7,871.7,90.6
"PET17",8,972,92.8
"PET17",9,848.6,93.3
"PET17",10,1340.3,93.2
"PET17",11,908.3,94.6
"PET17",12,3978.6,99
"PET17",13,1407.8,94
"PET17",14,792.6,94.8
"PET17",15,1448.3,97
"PET17",16,1504.3,97
"PET17",17,3691.2,98
"PET18",1,1247.8,37.5
"PET18",2,725.1,32.8
"PET18",3,1097.3,42.3
"PET18",4,1718.3,43
"PET18",5,1018.3,62.5
"PET18",6,1043.3,79
"PET18",7,696.2,84.4
"PET18",8,871.7,75.4
"PET18",9,1407.8,82.6
"PET18",10,846.6,85.5
"PET18",11,972,86.3
"PET18",12,1340.3,86.1
"PET18",13,1176.4,89.1
"PET18",14,896.8,89.8
"PET18",15,792.6,89
"PET18",16,1373.1,92.9
"PET18",17,1448.3,94.8
"PET18",18,1577.6,96.9
"PET18",19,1504.3,95.8
"PET18",20,3978.6,102.1
"PET18",21,2960.3,98.6
"PET18",22,3434.7,100.3
"PET18",23,3467.5,100.5
"PET19",1,1245.8,44.2
"PET19",2,725.1,39.2
"PET19",3,1095.4,48.3
"PET19",4,1718.3,51.2
"PET19",5,1018.3,67.6
"PET19",6,696.2,85.9
"PET19",7,871.7,78.8
"PET19",8,1045.3,84.4
"PET19",9,1407.8,84.9
"PET19",10,972,87.6
"PET19",11,848.6,88.1
"PET19",12,1340.3,85.9
"PET19",13,794.6,91
"PET19",14,1176.4,91.3
"PET19",15,1375.1,94.3
"PET19",16,1452.2,94.2
"PET19",17,2956.5,96.7
"PET19",18,3978.6,101.1
"PET19",19,1504.3,95.9
"PET19",20,1577.6,97.3
"PET19",21,1953.6,100.9
"PET2",1,1249.7,35.6
"PET2",2,1097.3,41.1
"PET2",3,1716.4,38.9
"PET2",4,723.2,40.3
"PET2",5,1020.2,60.1
"PET2",6,1047.2,77.3
"PET2",7,871.7,71.5
"PET2",8,696.2,83.6
"PET2",9,1340.3,77.5
"PET2",10,800.3,83.8
"PET2",11,846.6,83.9
"PET2",12,1407.8,82.3
"PET2",13,972,84.6
"PET2",14,1176.4,89.6
"PET2",15,896.8,90.4
"PET2",16,1377,93.3
"PET2",17,3978.6,99
"PET2",18,2964.2,94.8
"PET2",19,1504.3,93.8
"PET2",20,1577.6,95.8
"PET2",21,1957.5,99.5
"PET2",22,2107.9,100
"PET20",1,1247.8,36
"PET20",2,1718.3,38.9
"PET20",3,1095.4,41.2
"PET20",4,725.1,35
"PET20",5,1018.3,63.8
"PET20",6,873.6,76.8
"PET20",7,696.2,87.5
"PET20",8,1045.3,83.6
"PET20",9,1340.3,83.7
"PET20",10,1407.8,83.5
"PET20",11,970.1,88.3
"PET20",12,1174.5,89.9
"PET20",13,790.7,90.9
"PET20",14,1454.1,94.1
"PET20",15,1375.1,94.6
"PET20",16,1504.3,96
"PET20",17,2962.2,97.7
"PET20",18,3978.6,102.4
"PET20",19,1577.6,98.4
"PET20",20,3434.7,101.6
"PET20",21,3864.8,102.3
"PET21",1,1093.5,37.7
"PET21",2,1245.8,40
"PET21",3,725.1,35.6
"PET21",4,1718.3,45
"PET21",5,1018.3,53.9
"PET21",6,1041.4,62.8
"PET21",7,696.2,75.5
"PET21",8,873.6,70.9
"PET21",9,1407.8,73
"PET21",10,3997.9,84.6
"PET21",11,794.6,77.1
"PET21",12,1172.6,78.1
"PET21",13,2917.9,80.3
"PET21",14,1448.3,80.9
"PET21",15,3978.6,84.6
"PET21",16,1340.3,80
"PET21",17,1373.1,81.2
"PET21",18,2850.4,81.6
"PET21",19,2958.4,82.2
"PET21",20,1577.6,81.9
"PET21",21,1506.2,82.6
"PET21",22,1540.9,84
"PET22",1,1265.1,37.4
"PET22",2,1714.5,41.1
"PET22",3,1101.2,43.1
"PET22",4,727.1,37.3
"PET22",5,1018.3,63.2
"PET22",6,937.3,81.1
"PET22",7,873.6,78.1
"PET22",8,1041.4,84.3
"PET22",9,1407.8,81.7
"PET22",10,696.2,91.2
"PET22",11,702,88.7
"PET22",12,1384.7,89.8
"PET22",13,1174.5,90.8
"PET22",14,848.6,91.6
"PET22",15,1456.1,91.3
"PET22",16,2960.3,93.2
"PET22",17,754.1,93.1
"PET22",18,3978.6,98.6
"PET22",19,1504.3,93.2
"PET22",20,1577.6,95.5
"PET22",21,1529.3,97.7
"PET22",22,1953.6,98.7
"PET22",23,2387.5,98.9
"PET3",1,725.1,74.8
"PET3",2,1095.4,84.2
"PET3",3,1242,85.3
"PET3",4,696.2,91.6
"PET3",5,1016.3,88.2
"PET3",6,1716.4,92
"PET3",7,871.7,91.6
"PET3",8,846.6,93.8
"PET3",9,968.1,94
"PET3",10,792.6,94.6
"PET3",11,3978.6,99.9
"PET3",12,1340.3,96.3
"PET3",13,1407.8,96.6
"PET3",14,1450.3,98.7
"PET4",1,1093.5,52.7
"PET4",2,1243.9,58.1
"PET4",3,725.1,55.1
"PET4",4,1718.3,65.4
"PET4",5,1018.3,68.8
"PET4",6,696.2,86.2
"PET4",7,873.6,83.5
"PET4",8,1174.5,85.7
"PET4",9,1407.8,87.2
"PET4",10,794.6,88.6
"PET4",11,1340.3,91.9
"PET4",12,1448.3,93.3
"PET4",13,1373.1,93
"PET4",14,3434.7,93.6
"PET4",15,3469.5,93.9
"PET4",16,1575.6,94.2
"PET4",17,1506.2,94.2
"PET4",18,3660.4,96.4
"PET4",19,3691.2,98.3
"PET4",20,3785.7,99.4
"PET4",21,3978.6,103.9
"PET4",22,2345.1,100.3
"PET4",23,3835.9,101.6
"PET5",1,1245.8,55.9
"PET5",2,725.1,52.7
"PET5",3,1095.4,60.4
"PET5",4,1718.3,62.7
"PET5",5,1018.3,74.7
"PET5",6,696.2,89.1
"PET5",7,871.7,83.4
"PET5",8,1045.3,86.7
"PET5",9,1407.8,87.8
"PET5",10,972,89.6
"PET5",11,848.6,89.9
"PET5",12,1340.3,88.1
"PET5",13,794.6,92.1
"PET5",14,1176.4,92.8
"PET5",15,3978.6,97.9
"PET5",16,1373.1,94.7
"PET5",17,1450.3,95.3
"PET5",18,2964.2,96.5
"PET5",19,1504.3,95.5
"PET5",20,1577.6,96.7
"PET5",21,1957.5,98.7
"PET6",1,1247.8,42.5
"PET6",2,1097.3,46.1
"PET6",3,1718.3,48.4
"PET6",4,725.1,41.3
"PET6",5,1018.3,66.3
"PET6",6,696.2,83.1
"PET6",7,871.7,77.4
"PET6",8,1043.3,79.9
"PET6",9,1407.8,81.4
"PET6",10,848.6,85.8
"PET6",11,973.9,85.6
"PET6",12,1340.3,85.1
"PET6",13,1176.4,87.3
"PET6",14,794.6,88.1
"PET6",15,1373.1,90.3
"PET6",16,1450.3,91.2
"PET6",17,2958.4,93.7
"PET6",18,3978.6,98.5
"PET6",19,1504.3,92.4
"PET6",20,1577.6,93.4
"PET6",21,2921.8,94.3
"PET6",22,3432.8,96
"PET6",23,1951.7,97
"PET7",1,1245.8,64
"PET7",2,725.1,59.9
"PET7",3,1095.4,66.2
"PET7",4,1718.3,67.9
"PET7",5,1018.3,73.9
"PET7",6,1043.3,83.3
"PET7",7,696.2,87.6
"PET7",8,871.7,84.2
"PET7",9,972,87.5
"PET7",10,1170.6,89.1
"PET7",11,846.6,89.3
"PET7",12,1340.3,88.7
"PET7",13,1407.8,89.3
"PET7",14,902.6,91.8
"PET7",15,794.6,91.5
"PET7",16,1456.1,94
"PET7",17,1375.1,94.2
"PET7",18,3978.6,98.9
"PET7",19,2958.4,95
"PET7",20,1504.3,95
"PET7",21,1577.6,95.7
"PET8",1,1728,71.8
"PET8",2,725.1,68.7
"PET8",3,1245.8,74.1
"PET8",4,1097.3,76.9
"PET8",5,1164.8,79.6
"PET8",6,1018.3,83.2
"PET8",7,696.2,90.6
"PET8",8,871.7,88.3
"PET8",9,970.1,90
"PET8",10,2958.4,89.9
"PET8",11,846.6,91.5
"PET8",12,1458,91.7
"PET8",13,2927.5,91.8
"PET8",14,1340.3,91.7
"PET8",15,1375.1,92.7
"PET8",16,790.7,92.9
"PET8",17,1405.9,92.9
"PET8",18,2871.6,94.1
"PET8",19,3978.6,99
"PET8",20,1504.3,97.3
"PET9",1,1247.8,50.9
"PET9",2,1718.3,52.7
"PET9",3,725.1,49
"PET9",4,1097.3,57.4
"PET9",5,1018.3,72.2
"PET9",6,696.2,87.9
"PET9",7,871.7,80.4
"PET9",8,1168.7,86.2
"PET9",9,1340.3,84.9
"PET9",10,970.1,88.5
"PET9",11,848.6,88.4
"PET9",12,1407.8,88.5
"PET9",13,792.6,92.3
"PET9",14,1375.1,94.8
"PET9",15,1459.9,94.9
"PET9",16,2960.3,96.2
"PET9",17,2927.5,97.6
"PET9",18,3978.6,102.4
"PET9",19,1504.3,97.9
"PET9",20,2869.7,100
"PET9",21,1577.6,99.9
"PET9",22,3434.7,102.2
"PMMA1",1,1143.6,89.2
"PMMA1",2,1726.1,91.1
"PMMA1",3,696.2,98.1
"PMMA1",4,1240.1,94.8
"PMMA1",5,3978.6,99.1
"PMMA1",6,985.5,95.6
"PMMA1",7,752.1,96.5
"PMMA1",8,838.9,96.2
"PMMA1",9,1438.7,96.6
"PMMA1",10,1386.6,97.9
"PMMA1",11,2948.8,98.4
"PMMA2",1,1450.3,87.9
"PMMA2",2,1068.4,91.8
"PMMA2",3,1729.9,92.1
"PMMA2",4,696.2,95.7
"PMMA2",5,1172.6,93
"PMMA2",6,2242.9,93.6
"PMMA2",7,1357.7,94.2
"PMMA2",8,1660.5,94.2
"PMMA2",9,2927.5,94.3
"PMMA2",10,756,95.2
"PMMA2",11,808.1,95.1
"PMMA2",12,1691.3,95.3
"PMMA2",13,703.9,96.3
"PMMA2",14,3978.6,101.1
"PMMA2",15,2867.8,97.4
"PMMA2",16,3510,99.2
"PMMA2",17,3600.6,99.4
"PMMA2",18,3662.3,100.3
"PMMA2",19,2345.1,100.5
"PMMA2",20,3691.2,100.7
"PMMA2",21,3810.8,100.8
"PMMA2",22,3893.7,100.9
"PP1",1,2919.8,77.7
"PP1",2,2954.5,83.3
"PP1",3,1375.1,81.9
"PP1",4,1456.1,88
"PP1",5,2873.5,88.8
"PP1",6,2838.8,89.1
"PP1",7,696.2,97.1
"PP1",8,1166.8,93
"PP1",9,972,93.2
"PP1",10,999,93.5
"PP1",11,3978.6,98.8
"PP1",12,1043.3,94.8
"PP1",13,840.8,93.9
"PP1",14,1712.6,95.4
"PP1",15,808.1,95.3
"PP1",16,898.7,95.2
"PP1",17,943.1,95.8
"PP10",1,2917.9,78.5
"PP10",2,2954.5,84.6
"PP10",3,1458,86.6
"PP10",4,1375.1,81.9
"PP10",5,2873.5,89.2
"PP10",6,2840.8,90.4
"PP10",7,696.2,95.9
"PP10",8,999,93.5
"PP10",9,973.9,93.3
"PP10",10,1041.4,94.5
"PP10",11,808.1,94.7
"PP10",12,840.8,94.2
"PP10",13,3978.6,99.7
"PP10",14,1162.9,95.6
"PP10",15,898.7,95.7
"PP10",16,1650.8,96.8
"PP10",17,1257.4,96.7
"PP10",18,1297.9,97.1
"PP11",1,2919.8,81.2
"PP11",2,2954.5,86.1
"PP11",3,1375.1,82.5
"PP11",4,1456.1,88.5
"PP11",5,2873.5,91.3
"PP11",6,696.2,95.5
"PP11",7,2838.8,91.6
"PP11",8,1164.8,93.9
"PP11",9,972,93.3
"PP11",10,999,93.5
"PP11",11,840.8,93.2
"PP11",12,808.1,94.3
"PP11",13,1043.3,94.8
"PP11",14,898.7,95
"PP11",15,939.2,95.8
"PP11",16,1710.6,97
"PP11",17,1600.7,97.3
"PP11",18,3978.6,101.9
"PP12",1,2917.9,82
"PP12",2,2954.5,86.1
"PP12",3,1375.1,83.5
"PP12",4,1458,88.2
"PP12",5,696.2,93.5
"PP12",6,2873.5,91.1
"PP12",7,1039.5,91.3
"PP12",8,1000.9,91.8
"PP12",9,2838.8,91.5
"PP12",10,973.9,91.8
"PP12",11,806.1,93.7
"PP12",12,840.8,93.4
"PP12",13,1161,94.7
"PP12",14,900.6,94.6
"PP12",15,1594.9,95.2
"PP12",16,3978.6,101.5
"PP13",1,2917.9,77.9
"PP13",2,2954.5,83.4
"PP13",3,1375.1,81.1
"PP13",4,1456.1,86.7
"PP13",5,2873.5,88.6
"PP13",6,2838.8,89.1
"PP13",7,696.2,97
"PP13",8,973.9,93.7
"PP13",9,999,94.3
"PP13",10,3978.6,99.7
"PP13",11,1164.8,95.4
"PP13",12,840.8,94.4
"PP13",13,1353.8,95.7
"PP13",14,808.1,95.3
"PP13",15,1043.3,95.7
"PP13",16,898.7,96.1
"PP13",17,1255.5,97
"PP13",18,1297.9,97.3
"PP13",19,1652.8,97.4
"PP13",20,2725,99.1
"PP14",1,2917.9,76.9
"PP14",2,2954.5,81.5
"PP14",3,1456.1,85.2
"PP14",4,1375.1,80.2
"PP14",5,2873.5,87
"PP14",6,2838.8,87.3
"PP14",7,696.2,97.1
"PP14",8,999,92.6
"PP14",9,973.9,92.3
"PP14",10,1043.3,93.6
"PP14",11,3978.6,98
"PP14",12,1162.9,94.5
"PP14",13,840.8,94.2
"PP14",14,808.1,95.3
"PP14",15,898.7,95.5
"PP14",16,1255.5,96
"PP15",1,2917.9,77.7
"PP15",2,2954.5,83
"PP15",3,1375.1,79.9
"PP15",4,1456.1,85.7
"PP15",5,2873.5,88.6
"PP15",6,2838.8,88.9
"PP15",7,696.2,96.5
"PP15",8,973.9,93.6
"PP15",9,999,94.1
"PP15",10,808.1,95
"PP15",11,840.8,94.2
"PP15",12,1162.9,95.9
"PP15",13,1043.3,95.8
"PP15",14,898.7,95.9
"PP15",15,3978.6,100.9
"PP15",16,1297.9,97.6
"PP15",17,1257.4,97.5
"PP15",18,1647,97.7
"PP15",19,2725,99.7
"PP16",1,2917.9,79.8
"PP16",2,2954.5,84.1
"PP16",3,1375.1,82.7
"PP16",4,1458,87.5
"PP16",5,2873.5,88.5
"PP16",6,2838.8,89
"PP16",7,696.2,96
"PP16",8,1000.9,92.1
"PP16",9,1035.6,92.6
"PP16",10,973.9,92.1
"PP16",11,3978.6,97.6
"PP16",12,1162.9,94.5
"PP16",13,806.1,94.6
"PP16",14,840.8,94.2
"PP16",15,1353.8,95.1
"PP16",16,900.6,94.9
"PP16",17,1647,96.3
"PP17",1,2917.9,82.4
"PP17",2,2952.6,86.3
"PP17",3,1375.1,84.2
"PP17",4,1456.1,89
"PP17",5,2873.5,90.6
"PP17",6,2838.8,89.9
"PP17",7,3978.6,96.7
"PP17",8,696.2,97.5
"PP17",9,999,93.6
"PP17",10,973.9,93.3
"PP17",11,1164.8,94.9
"PP17",12,1351.9,95.5
"PP17",13,1041.4,95.2
"PP17",14,840.8,94.1
"PP17",15,1643.1,95.7
"PP17",16,808.1,95.5
"PP17",17,898.7,95.8
"PP18",1,2919.8,83.8
"PP18",2,1456.1,85.1
"PP18",3,1375.1,82
"PP18",4,2954.5,87.5
"PP18",5,696.2,94.2
"PP18",6,2873.5,91
"PP18",7,2838.8,91
"PP18",8,1047.2,92.8
"PP18",9,1567.9,92.9
"PP18",10,999,92.6
"PP18",11,973.9,92.6
"PP18",12,3978.6,98
"PP18",13,1162.9,94
"PP18",14,840.8,93.1
"PP18",15,806.1,94.3
"PP19",1,2917.9,81.1
"PP19",2,2954.5,85
"PP19",3,1456.1,85.1
"PP19",4,1377,79.9
"PP19",5,2873.5,89.8
"PP19",6,696.2,95.9
"PP19",7,2838.8,90.7
"PP19",8,1000.9,91.8
"PP19",9,1037.6,92.1
"PP19",10,973.9,92.1
"PP19",11,877.5,94.2
"PP19",12,1162.9,94.7
"PP19",13,806.1,94.8
"PP19",14,840.8,94.3
"PP19",15,3978.6,100
"PP19",16,1257.4,96.5
"PP19",17,1648.9,96.9
"PP2",1,2917.9,77.2
"PP2",2,2954.5,82.7
"PP2",3,1375.1,80.6
"PP2",4,1458,86.8
"PP2",5,2873.5,88.6
"PP2",6,2838.8,89.1
"PP2",7,696.2,96.6
"PP2",8,972,94.4
"PP2",9,840.8,94.4
"PP2",10,808.1,95.2
"PP2",11,999,95
"PP2",12,1353.8,96.2
"PP2",13,1162.9,96.4
"PP2",14,898.7,96.2
"PP2",15,1043.3,96.8
"PP2",16,3978.6,101.6
"PP2",17,1297.9,98
"PP2",18,1257.4,97.9
"PP2",19,2725,100.4
"PP20",1,2917.9,82.8
"PP20",2,2954.5,86.3
"PP20",3,1375.1,82.3
"PP20",4,1456.1,86.6
"PP20",5,1037.6,89.5
"PP20",6,2873.5,90.3
"PP20",7,2840.8,90.9
"PP20",8,696.2,95.4
"PP20",9,973.9,91.1
"PP20",10,1627.7,93
"PP20",11,808.1,93.3
"PP20",12,1161,94.1
"PP20",13,3978.6,98.2
"PP20",14,838.9,94
"PP20",15,1259.3,94.5
"PP20",16,900.6,94.9
"PP20",17,871.7,95.2
"PP21",1,1054.9,77.7
"PP21",2,2917.9,91.8
"PP21",3,2952.6,93.6
"PP21",4,1648.9,93.8
"PP21",5,1456.1,94.4
"PP21",6,696.2,99
"PP21",7,1375.1,93.2
"PP21",8,3978.6,99.4
"PP21",9,2873.5,95.7
"PP21",10,2838.8,96
"PP21",11,802.3,96.9
"PP21",12,3691.2,99.2
"PP22",1,2917.9,85.2
"PP22",2,2952.6,87.7
"PP22",3,1375.1,86.4
"PP22",4,1456.1,89.3
"PP22",5,696.2,94.3
"PP22",6,2873.5,90.7
"PP22",7,1650.8,91.5
"PP22",8,2838.8,91.1
"PP22",9,1043.3,92
"PP22",10,3978.6,97
"PP22",11,1544.8,93.6
"PP22",12,3299.7,93.7
"PP22",13,973.9,92.9
"PP22",14,1161,94.6
"PP22",15,806.1,94.8
"PP22",16,838.9,94.8
"PP22",17,1255.5,95
"PP22",18,898.7,95.3
"PP23",1,2917.9,78
"PP23",2,696.2,87.8
"PP23",3,1458,86.8
"PP23",4,2952.6,86.5
"PP23",5,1375.1,83
"PP23",6,2844.6,90.9
"PP23",7,2873.5,90.1
"PP23",8,1594.9,90.5
"PP23",9,1041.4,90.8
"PP23",10,1122.4,92.9
"PP23",11,1162.9,94.1
"PP23",12,973.9,93.6
"PP23",13,1257.4,94.3
"PP23",14,842.8,94.1
"PP23",15,3978.6,99.1
"PP23",16,898.7,95.3
"PP24",1,2919.8,77.8
"PP24",2,2954.5,81.8
"PP24",3,1456.1,86.2
"PP24",4,1377,79.5
"PP24",5,2873.5,88.4
"PP24",6,2838.8,88.5
"PP24",7,696.2,98.3
"PP24",8,3978.6,99.9
"PP24",9,973.9,94.1
"PP24",10,999,95.1
"PP24",11,840.8,94.9
"PP24",12,1353.8,96.5
"PP24",13,1164.8,96.4
"PP24",14,808.1,96.4
"PP24",15,1043.3,97.6
"PP24",16,898.7,97.4
"PP24",17,1299.8,98.3
"PP24",18,1257.4,98.2
"PP24",19,2725,99.5
"PP25",1,2919.8,80.4
"PP25",2,2954.5,86.4
"PP25",3,1375.1,81.6
"PP25",4,1456.1,87.8
"PP25",5,696.2,94.9
"PP25",6,2873.5,91.7
"PP25",7,2840.8,91.9
"PP25",8,1654.7,92.8
"PP25",9,1045.3,93.4
"PP25",10,999,92.6
"PP25",11,1164.8,93.6
"PP25",12,972,92.9
"PP25",13,840.8,92.4
"PP25",14,808.1,94.3
"PP25",15,1542.8,95.8
"PP25",16,898.7,95.3
"PP25",17,3978.6,101.2
"PP25",18,3301.7,97.6
"PP26",1,2917.9,78.4
"PP26",2,2954.5,89.8
"PP26",3,1459.9,89.6
"PP26",4,2844.6,91.3
"PP26",5,1375.1,86.2
"PP26",6,2875.5,92.1
"PP26",7,696.2,97.3
"PP26",8,719.3,92.9
"PP26",9,3978.6,99.8
"PP26",10,808.1,96.3
"PP26",11,840.8,96
"PP26",12,973.9,96.1
"PP26",13,1045.3,96.9
"PP26",14,999,96.5
"PP26",15,1162.9,97.3
"PP26",16,1654.7,97.3
"PP26",17,898.7,97.1
"PP27",1,2917.9,89
"PP27",2,2952.6,91.5
"PP27",3,1375.1,89
"PP27",4,1456.1,92.8
"PP27",5,696.2,96.8
"PP27",6,2873.5,94.7
"PP27",7,2838.8,94.8
"PP27",8,3978.6,100.1
"PP27",9,806.1,96
"PP27",10,840.8,95.5
"PP27",11,972,95.8
"PP27",12,1164.8,96.3
"PP27",13,999,96.2
"PP27",14,1043.3,97
"PP27",15,1712.6,98.2
"PP28",1,2919.8,84.9
"PP28",2,1375.1,85.1
"PP28",3,2954.5,89
"PP28",4,1456.1,89.7
"PP28",5,696.2,95.2
"PP28",6,1043.3,92.4
"PP28",7,2873.5,92.8
"PP28",8,999,92.4
"PP28",9,1164.8,93.8
"PP28",10,2840.8,93.4
"PP28",11,973.9,93.1
"PP28",12,840.8,93.4
"PP28",13,808.1,94.4
"PP28",14,1643.1,95.5
"PP28",15,898.7,95.1
"PP28",16,3978.6,100.6
"PP29",1,2917.9,82.2
"PP29",2,2954.5,86
"PP29",3,1375.1,83.4
"PP29",4,1456.1,88.2
"PP29",5,2873.5,90.8
"PP29",6,696.2,96
"PP29",7,2838.8,90.9
"PP29",8,999,91.8
"PP29",9,1037.6,92.9
"PP29",10,973.9,92.3
"PP29",11,806.1,94.7
"PP29",12,840.8,93.9
"PP29",13,1162.9,95.4
"PP29",14,3978.6,100.1
"PP29",15,898.7,95.6
"PP29",16,1257.4,96.8
"PP3",1,1035.6,80.9
"PP3",2,2919.8,85.4
"PP3",3,1375.1,83.8
"PP3",4,696.2,91.1
"PP3",5,1456.1,88.4
"PP3",6,2952.6,89.2
"PP3",7,1643.1,91.2
"PP3",8,804.2,91.5
"PP3",9,838.9,91.3
"PP3",10,2873.5,93.4
"PP3",11,1546.7,93.8
"PP3",12,2840.8,94
"PP3",13,3299.7,96.6
"PP3",14,3978.6,101.7
"PP30",1,1375.1,87.1
"PP30",2,1456.1,90.5
"PP30",3,696.2,95.7
"PP30",4,2917.9,91.5
"PP30",5,1045.3,92.2
"PP30",6,2952.6,93.4
"PP30",7,1648.9,94.2
"PP30",8,973.9,93.6
"PP30",9,806.1,95.4
"PP30",10,2871.6,95.8
"PP30",11,838.9,95.6
"PP30",12,3978.6,100.3
"PP30",13,2838.8,95.9
"PP31",1,2917.9,75.8
"PP31",2,2954.5,80.7
"PP31",3,1375.1,79.8
"PP31",4,1456.1,85.8
"PP31",5,2873.5,86.5
"PP31",6,2838.8,86.8
"PP31",7,696.2,97.9
"PP31",8,3978.6,98
"PP31",9,999,92.9
"PP31",10,973.9,92.7
"PP31",11,1041.4,94.9
"PP31",12,1162.9,95.4
"PP31",13,840.8,94.6
"PP31",14,808.1,95.6
"PP31",15,898.7,95.9
"PP31",16,1299.8,97
"PP31",17,1257.4,96.8
"PP31",18,2725,97.4
"PP32",1,2917.9,79.3
"PP32",2,2952.6,84.6
"PP32",3,1456.1,86.8
"PP32",4,1375.1,80.9
"PP32",5,2871.6,90.2
"PP32",6,2840.8,91
"PP32",7,696.2,96.2
"PP32",8,808.1,94.2
"PP32",9,1550.6,95.5
"PP32",10,999,94.6
"PP32",11,840.8,93.9
"PP32",12,972,94.4
"PP32",13,1162.9,95.9
"PP32",14,3978.6,100.7
"PP32",15,1259.3,96.4
"PP32",16,898.7,96
"PP32",17,1299.8,96.8
"PP33",1,2917.9,82.5
"PP33",2,1375.1,81.9
